ID,Economy,Indicator,Year,Type of Reform,Reform Description,
73,"Hong Kong SAR, China",Workplace,1997,positive,"Hong Kong SAR, China enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.",
73,"Hong Kong SAR, China",Workplace,1998,positive,"Hong Kong SAR, China prohibited gender discrimination in employment.",
73,"Hong Kong SAR, China",Parenthood,2016,positive,"Hong Kong SAR, China introduced paid paternity leave.",
73,"Hong Kong SAR, China",Parenthood,2022,positive,"Hong Kong SAR, China increased the duration of paid maternity leave to at least 14 weeks.",
74,Hungary,Pension,1991,positive,Hungary explicitly accounted for periods of absence due to child care in pension benefits.,
74,Hungary,Parenthood,1993,positive,Hungary introduced paid paternity leave.,
74,Hungary,Pension,1993,negative,Hungary set unequal mandatory retirement ages for women and men.,
74,Hungary,Entrepreneurship,2005,positive,Hungary introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
74,Hungary,Workplace,2005,positive,Hungary prohibited gender discrimination in employment.,
74,Hungary,Workplace,2007,positive,Hungary enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
74,Hungary,Pension,2010,positive,Hungary equalized the ages at which women and men can retire with full pension benefits. It equalized the ages at which women and men can retire with partial pension benefits. It equalized the mandatory retirement ages for women and men.,
74,Hungary,Marriage,2011,positive,Hungary enacted legislation protecting women from domestic violence.,
74,Hungary,Pay,2013,positive,Hungary allowed women to work in jobs deemed dangerous in the same way as men.,
75,Iceland,Workplace,1976,positive,Iceland prohibited gender discrimination in employment.,
75,Iceland,Parenthood,1977,positive,Iceland increased the duration of paid maternity leave to at least 14 weeks. Iceland's government began administering maternity benefits.,
75,Iceland,Pay,1977,positive,Iceland mandated equal remuneration for work of equal value.,
75,Iceland,Pension,1986,positive,Iceland explicitly accounted for periods of absence due to child care in pension benefits.,
75,Iceland,Parenthood,1988,positive,Iceland prohibited the dismissal of pregnant workers.,
75,Iceland,Parenthood,1989,positive,Iceland introduced paid parental leave.,
75,Iceland,Parenthood,1999,positive,Iceland introduced paid paternity leave.,
75,Iceland,Workplace,2001,positive,Iceland enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties and civil remedies for sexual harassment in employment.,
75,Iceland,Marriage,2013,positive,Iceland enacted legislation protecting women from domestic violence.,
75,Iceland,Entrepreneurship,2017,positive,Iceland's new legal amendments made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
76,India-Mumbai,Workplace,1989,positive,India prohibited gender discrimination in employment.,
76,India-Mumbai,Assets,1996,positive,"India reformed the Hindu Succession Act, equalizing inheritance rights for both sons and daughters and male and female surviving spouses.",
76,India-Mumbai,Marriage,1999,positive,India enacted legislation protecting women from domestic violence.,
76,India-Mumbai,Workplace,2014,positive,India enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties and civil remedies for sexual harassment in employment.,
76,India-Mumbai,Parenthood,2018,positive,India increased the duration of paid maternity leave to at least 14 weeks.,
76,India-Mumbai,Pay,2019,positive,The state of Maharashtra eliminated restrictions on women’s ability to work in jobs deemed dangerous.,
76,India-Mumbai,Parenthood,2021,positive,The state of Maharashtra began administering maternity benefits through its social security system.,
77,Indonesia,Assets,1975,positive,Indonesia granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
77,Indonesia,Entrepreneurship,1975,positive,"Indonesia introduced a new Marriage Law allow ing a woman to sing a legally binding contract, register a business and open a bank account without her husband's consent.",
77,Indonesia,Mobility,1975,positive,Indonesia introduced the Marriage Law allowing a woman to choose where to live in the same way as a man.,
77,Indonesia,Workplace,1975,positive,Indonesia allowed a woman to get a job without permission from her husband.,
77,Indonesia,Pension,1978,positive,Indonesia introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
77,Indonesia,Parenthood,1999,positive,Indonesia prohibited the dismissal of pregnant workers.,
77,Indonesia,Pay,2004,positive,Indonesia allowed women to work in jobs deemed dangerous in the same way as men and lifted restrictions on women's employment in industrial jobs.,
77,Indonesia,Workplace,2004,positive,Indonesia prohibited gender discrimination in employment.,
77,Indonesia,Parenthood,2005,positive,Indonesia introduced paid paternity leave.,
77,Indonesia,Marriage,2006,positive,Indonesia enacted legislation protecting women from domestic violence.,
78,"Iran, Islamic Rep.",Pension,1992,negative,The Islamic Republic of Iran set unequal mandatory retirement ages for women and men.,
78,"Iran, Islamic Rep.",Parenthood,2009,positive,The Islamic Republic of Iran increased the duration of paid maternity leave to at least 14 weeks.,
78,"Iran, Islamic Rep.",Parenthood,2015,positive,The Islamic Republic of Iran introduced paid paternity leave.,
79,Iraq,Pay,1989,positive,Iraq eliminated the ban on women's employment in mining and removed restrictions on women's employment in manufacturing.,
79,Iraq,Workplace,1989,positive,Iraq prohibited gender discrimination in employment.,
79,Iraq,Mobility,2017,positive,Iraq enacted a new passport law which no longer requires a married woman to bring a guardian when applying for a passport.,
79,Iraq,Parenthood,2017,positive,Iraq increased the duration of paid maternity leave to at least 14 weeks.,
79,Iraq,Pay,2017,positive,Iraq mandated equal remuneration for work of equal value.,
79,Iraq,Pension,2017,negative,Iraq set unequal mandatory retirement ages for women and men.,
79,Iraq,Workplace,2017,positive,Iraq enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
80,Ireland,Pay,1976,positive,Ireland mandated equal remuneration for work of equal value.,
80,Ireland,Parenthood,1978,positive,Ireland prohibited the dismissal of pregnant workers.,
80,Ireland,Workplace,1979,positive,Ireland prohibited gender discrimination in employment.,
80,Ireland,Parenthood,1982,positive,Ireland introduced paid maternity leave of at least 14 weeks.,
80,Ireland,Pay,1982,positive,Ireland removed restrictions on women's employment in manufacturing.,
80,Ireland,Marriage,1983,positive,Ireland enacted legislation protecting women from domestic violence.,
80,Ireland,Mobility,1988,positive,Ireland introduced the Domicile and Recognition of Foreign Divorces Act allowing a woman to choose where to live in the same way as a man.,
80,Ireland,Pension,1995,positive,Ireland explicitly accounted for periods of absence due to child care in pension benefits.,
80,Ireland,Marriage,1997,positive,"Ireland revoked a constitutional ban on divorce, making the process equal for both spouses. Women and men also have the same rights to remarry.",
80,Ireland,Assets,1998,positive,"Ireland passed the Family Law (Divorce) Act, explicitly recognizing the value of nonmonetary contributions.",
80,Ireland,Workplace,2000,positive,Ireland enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties and civil remedies for sexual harassment in employment.,
